Year	Month	Day	Pandoh_inflow_cfs
2017	4	8	5428
2017	4	9	3891
2017	4	10	4036
2017	4	11	4422
2017	4	12	4149
2017	4	13	5189
2017	4	14	5736
2017	4	15	6222
2017	4	16	6692
2017	4	17	7351
2017	4	18	8384
2017	4	19	9707
2017	4	20	10251
2017	4	21	10081
2017	4	22	10239
2017	4	23	9967
2017	4	24	7752
2017	4	25	7213
2017	4	26	5386
2017	4	27	4643
2017	4	28	4540
2017	4	29	4469
2017	4	30	4318
2017	5	1	4508
2017	5	2	4785
2017	5	3	3651
2017	5	4	4247
2017	5	5	5559
2017	5	6	4978
2017	5	7	5064
2017	5	8	6130
2017	5	9	6850
2017	5	10	7487
2017	5	11	7165
2017	5	12	7128
2017	5	13	7527
2017	5	14	8342
2017	5	15	8867
2017	5	16	8320
2017	5	17	8844
2017	5	18	7825
2017	5	19	6788
2017	5	20	6721
2017	5	21	8303
2017	5	22	7414
2017	5	23	7564
2017	5	24	6169
2017	5	25	6834
2017	5	26	7804
2017	5	27	10139
2017	5	28	10716
2017	5	29	11614
2017	5	30	11664
2017	5	31	10761
2017	6	1	11475
2017	6	2	8636
2017	6	3	8446
2017	6	4	11043
2017	6	5	14898
2017	6	6	16389
2017	6	7	15159
2017	6	8	14124
2017	6	9	9619
2017	6	10	8469
2017	6	11	6863
2017	6	12	7243
2017	6	13	6283
2017	6	14	6473
2017	6	15	6601
2017	6	16	6793
2017	6	17	7408
2017	6	18	8981
2017	6	19	10675
2017	6	20	12064
2017	6	21	10253
2017	6	22	11218
2017	6	23	8984
2017	6	24	8661
2017	6	25	10932
2017	6	26	14827
2017	6	27	18161
2017	6	28	19769
2017	6	29	25607
2017	6	30	24486
2017	7	1	25860
2017	7	2	26687
2017	7	3	22071
2017	7	4	22221
2017	7	5	19330
2017	7	6	18916
2017	7	7	19330
2017	7	8	22337
2017	7	9	19903
2017	7	10	21653
2017	7	11	21788
2017	7	12	24577
2017	7	13	27528
2017	7	14	34215
2017	7	15	25551
2017	7	16	23448
2017	7	17	29456
2017	7	18	35079
2017	7	19	38670
2017	7	20	27452
2017	7	21	25665
2017	7	22	24506
2017	7	23	29178
2017	7	24	30112
2017	7	25	30063
2017	7	26	31111
2017	7	27	27664
2017	7	28	26737
2017	7	29	24412
2017	7	30	32332
2017	7	31	31877
2017	8	1	42322
2017	8	2	41144
2017	8	3	48109
2017	8	4	32529
2017	8	5	27430
2017	8	6	26566
2017	8	7	27204
2017	8	8	25345
2017	8	9	25477
2017	8	10	23670
2017	8	11	22915
2017	8	12	21694
2017	8	13	21945
2017	8	14	20499
2017	8	15	19220
2017	8	16	16142
2017	8	17	17095
2017	8	18	16540
2017	8	19	16826
2017	8	20	15996
2017	8	21	13923
2017	8	22	13094
2017	8	23	12766
2017	8	24	13730
2017	8	25	14093
2017	8	26	13308
2017	8	27	12030
2017	8	28	12329
2017	8	29	11549
2017	8	30	15959
2017	8	31	14950
2017	9	1	13841
2017	9	2	17168
2017	9	3	16192
2017	9	4	12055
2017	9	5	10849
2017	9	6	9934
2017	9	7	9735
2017	9	8	10164
2017	9	9	9431
2017	9	10	8963
2017	9	11	8992
2017	9	12	8710
2017	9	13	7834
2017	9	14	7153
2017	9	15	6627
2017	9	16	6669
2017	9	17	6111
2017	9	18	6095
2017	9	19	5636
2017	9	20	5598
2017	9	21	5697
2017	9	22	6096
2017	9	23	6321
2017	9	24	18807
2017	9	25	24383
2017	9	26	12124
2017	9	27	9133
2017	9	28	8649
2017	9	29	8150
2017	9	30	-9999
2017	10	1	6669
2017	10	2	6104
2017	10	3	5841
2017	10	4	5632
2017	10	5	5396
2017	10	6	5488
2017	10	7	5230
2017	10	8	5155
2017	10	9	5013
2017	10	10	4854
2017	10	11	4662
2017	10	12	4226
2017	10	13	4183
2017	10	14	4183
2017	10	15	4051
2017	10	16	3927
2017	10	17	3904
2017	10	18	3615
2017	10	19	3741
2017	10	20	3827
2017	10	21	3738
2017	10	22	3828
2017	10	23	3753
2017	10	24	3508
2017	10	25	3353
2017	10	26	3306
2017	10	27	3167
2017	10	28	3203
2017	10	29	3332
2017	10	30	3183
2017	10	31	2789
2017	11	1	3024
2017	11	2	2973
2017	11	3	2888
2017	11	4	3035
2017	11	5	2914
2017	11	6	2868
2017	11	7	2894
2017	11	8	2909
2017	11	9	3049
2017	11	10	2805
2017	11	11	2717
2017	11	12	2717
2017	11	13	2659
2017	11	14	2536
2017	11	15	2631
2017	11	16	2119
2017	11	17	2589
2017	11	18	2456
2017	11	19	2577
2017	11	20	2484
2017	11	21	2494
2017	11	22	2436
2017	11	23	2339
2017	11	24	2321
2017	11	25	2207
2017	11	26	2502
2017	11	27	2196
2017	11	28	2174
2017	11	29	2207
2017	11	30	2360
2017	12	1	1917
2017	12	2	2025
2017	12	3	2119
2017	12	4	2068
2017	12	5	2060
2017	12	6	2093
2017	12	7	2191
2017	12	8	2107
2017	12	9	2036
2017	12	10	2010
2017	12	11	1958
2017	12	12	1766
2017	12	13	2659
2017	12	14	2358
2017	12	15	1956
2017	12	16	1955
2017	12	17	1869
2017	12	18	2036
2017	12	19	1927
2017	12	20	1996
2017	12	21	1918
2017	12	22	1990
2017	12	23	1935
2017	12	24	1976
2017	12	25	1817
2017	12	26	1689
2017	12	27	2179
2017	12	28	1531
2017	12	29	1820
2017	12	30	1865
2017	12	31	1813
2018	1	1	1720
2018	1	2	1767
2018	1	3	1723
2018	1	4	1662
2018	1	5	1476
2018	1	6	1544
2018	1	7	1768
2018	1	8	1572
2018	1	9	1650
2018	1	10	1720
2018	1	11	1623
2018	1	12	1689
2018	1	13	1686
2018	1	14	1633
2018	1	15	1663
2018	1	16	1545
2018	1	17	1564
2018	1	18	1615
2018	1	19	1511
2018	1	20	1699
2018	1	21	1555
2018	1	22	1575
2018	1	23	1541
2018	1	24	1587
2018	1	25	1655
2018	1	26	1554
2018	1	27	1513
2018	1	28	1556
2018	1	29	1459
2018	1	30	1413
2018	1	31	1628
2018	2	1	1568
2018	2	2	1449
2018	2	3	1399
2018	2	4	1454
2018	2	5	1371
2018	2	6	1368
2018	2	7	1261
2018	2	8	1334
2018	2	9	1331
2018	2	10	1407
2018	2	11	1285
2018	2	12	1226
2018	2	13	1455
2018	2	14	1669
2018	2	15	1489
2018	2	16	1354
2018	2	17	1329
2018	2	18	1438
2018	2	19	1326
2018	2	20	1223
2018	2	21	1229
2018	2	22	1369
2018	2	23	1367
2018	2	24	1407
2018	2	25	1503
2018	2	26	1844
2018	2	27	1522
2018	2	28	1665
2018	3	1	1565
2018	3	2	1345
2018	3	3	1459
2018	3	4	1503
2018	3	5	1760
2018	3	6	1850
2018	3	7	1562
2018	3	8	1602
2018	3	9	1623
2018	3	10	1559
2018	3	11	1643
2018	3	12	1380
2018	3	13	1232
2018	3	14	1570
2018	3	15	1616
2018	3	16	1557
2018	3	17	1578
2018	3	18	1432
2018	3	19	1310
2018	3	20	1385
2018	3	21	1638
2018	3	22	1578
2018	3	23	1932
2018	3	24	1731
2018	3	25	1806
2018	3	26	1451
2018	3	27	1750
2018	3	28	1760
2018	3	29	2023
2018	3	30	1895
2018	3	31	1748
2018	4	1	1805
2018	4	2	2244
2018	4	3	2442
2018	4	4	2823
2018	4	5	2275
2018	4	6	2263
2018	4	7	2161
2018	4	8	2297
2018	4	9	2317
2018	4	10	2468
2018	4	11	2456
2018	4	12	3008
2018	4	13	2860
2018	4	14	2375
2018	4	15	2437
2018	4	16	2185
2018	4	17	2137
2018	4	18	2116
2018	4	19	2277
2018	4	20	2129
2018	4	21	2690
2018	4	22	3187
2018	4	23	3174
2018	4	24	3309
2018	4	25	3717
2018	4	26	4452
2018	4	27	4128
2018	4	28	4504
2018	4	29	4153
2018	4	30	4177
2018	5	1	4462
2018	5	2	5001
2018	5	3	5713
2018	5	4	4858
2018	5	5	3851
2018	5	6	3690
2018	5	7	3774
2018	5	8	3187
2018	5	9	3964
2018	5	10	3721
2018	5	11	3162
2018	5	12	3701
2018	5	13	4627
2018	5	14	5419
2018	5	15	3816
2018	5	16	3720
2018	5	17	3925
2018	5	18	4326
2018	5	19	4535
2018	5	20	3545
2018	5	21	3437
2018	5	22	4942
2018	5	23	5914
2018	5	24	6081
2018	5	25	6177
2018	5	26	6594
2018	5	27	6771
2018	5	28	5595
2018	5	29	5166
2018	5	30	5384
2018	5	31	5756
2018	6	1	7825
2018	6	2	8237
2018	6	3	8374
2018	6	4	10816
2018	6	5	13539
2018	6	6	13925
2018	6	7	13020
2018	6	8	13147
2018	6	9	13642
2018	6	10	12977
2018	6	11	12538
2018	6	12	10966
2018	6	13	8974
2018	6	14	8649
2018	6	15	9630
2018	6	16	11222
2018	6	17	9863
2018	6	18	9054
2018	6	19	6624
2018	6	20	6041
2018	6	21	6176
2018	6	22	6004
2018	6	23	5620
2018	6	24	5720
2018	6	25	5961
2018	6	26	6569
2018	6	27	6549
2018	6	28	9027
2018	6	29	16713
2018	6	30	12948
2018	7	1	12419
2018	7	2	12621
2018	7	3	17729
2018	7	4	14600
2018	7	5	12155
2018	7	6	8610
2018	7	7	7237
2018	7	8	8461
2018	7	9	10360
2018	7	10	12592
2018	7	11	12705
2018	7	12	13790
2018	7	13	13418
2018	7	14	12851
2018	7	15	12731
2018	7	16	13673
2018	7	17	21005
2018	7	18	18287
2018	7	19	24400
2018	7	20	19589
2018	7	21	18294
2018	7	22	19493
2018	7	23	20083
2018	7	24	19871
2018	7	25	27773
2018	7	26	26220
2018	7	27	39011
2018	7	28	31283
2018	7	29	29150
2018	7	30	24627
2018	7	31	18270
2018	8	1	17323
2018	8	2	15917
2018	8	3	15029
2018	8	4	14771
2018	8	5	15881
2018	8	6	17836
2018	8	7	23929
2018	8	8	35754
2018	8	9	33463
2018	8	10	33102
2018	8	11	25377
2018	8	12	22705
2018	8	13	23531
2018	8	14	51864
2018	8	15	32500
2018	8	16	22248
2018	8	17	20490
2018	8	18	22021
2018	8	19	31849
2018	8	20	21385
2018	8	21	21975
2018	8	22	23165
2018	8	23	25070
2018	8	24	21531
2018	8	25	27660
2018	8	26	23294
2018	8	27	20080
2018	8	28	18337
2018	8	29	17636
2018	8	30	17190
2018	8	31	16949
2018	9	1	16955
2018	9	2	16614
2018	9	3	18415
2018	9	4	14955
2018	9	5	14489
2018	9	6	15255
2018	9	7	15303
2018	9	8	15201
2018	9	9	14262
2018	9	10	15458
2018	9	11	14192
2018	9	12	14402
2018	9	13	13092
2018	9	14	11427
2018	9	15	10920
2018	9	16	9152
2018	9	17	8213
2018	9	18	7294
2018	9	19	6894
2018	9	20	6683
2018	9	21	6932
2018	9	22	6402
2018	9	23	17914
2018	9	24	63134
2018	9	25	80609
2018	9	26	48723
2018	9	27	18213
2018	9	28	16319
2018	9	29	12725
2018	9	30	12642
2018	10	1	10680
2018	10	2	9536
2018	10	3	8855
2018	10	4	8821
2018	10	5	8432
2018	10	6	7878
2018	10	7	7430
2018	10	8	6767
2018	10	9	6288
2018	10	10	6278
2018	10	11	5765
2018	10	12	6026
2018	10	13	5350
2018	10	14	5373
2018	10	15	5104
2018	10	16	4962
2018	10	17	4912
2018	10	18	4562
2018	10	19	4812
2018	10	20	4500
2018	10	21	4393
2018	10	22	4195
2018	10	23	4268
2018	10	24	4035
2018	10	25	3918
2018	10	26	3852
2018	10	27	3776
2018	10	28	3838
2018	10	29	3791
2018	10	30	3499
2018	10	31	3838
2018	11	1	3362
2018	11	2	3667
2018	11	3	3588
2018	11	4	4542
2018	11	5	3780
2018	11	6	3732
2018	11	7	3615
2018	11	8	3567
2018	11	9	3791
2018	11	10	3371
2018	11	11	3441
2018	11	12	3569
2018	11	13	3552
2018	11	14	3359
2018	11	15	3200
2018	11	16	4187
2018	11	17	3423
2018	11	18	3328
2018	11	19	3359
2018	11	20	3037
2018	11	21	3042
2018	11	22	3024
2018	11	23	3002
2018	11	24	2885
2018	11	25	2874
2018	11	26	2853
2018	11	27	2972
2018	11	28	2894
2018	11	29	2549
2018	11	30	2856
2018	12	1	2587
2018	12	2	2566
2018	12	3	2510
2018	12	4	2506
2018	12	5	2534
2018	12	6	2548
2018	12	7	2460
2018	12	8	2295
2018	12	9	2673
2018	12	10	2414
2018	12	11	2281
2018	12	12	2425
2018	12	13	2494
2018	12	14	2382
2018	12	15	2349
2018	12	16	2360
2018	12	17	2146
2018	12	18	2303
2018	12	19	2335
2018	12	20	2368
2018	12	21	2446
2018	12	22	2215
2018	12	23	2199
2018	12	24	2255
2018	12	25	2140
2018	12	26	2030
2018	12	27	2133
2018	12	28	2121
2018	12	29	2181
2018	12	30	1973
2018	12	31	1976
2019	1	1	2049
2019	1	2	2007
2019	1	3	2023
2019	1	4	1944
2019	1	5	2054
2019	1	6	2165
2019	1	7	2178
2019	1	8	2069
2019	1	9	1990
2019	1	10	1993
2019	1	11	1941
2019	1	12	1983
2019	1	13	1981
2019	1	14	2193
2019	1	15	1870
2019	1	16	2017
2019	1	17	1902
2019	1	18	2076
2019	1	19	1912
2019	1	20	2081
2019	1	21	1727
2019	1	22	1920
2019	1	23	2509
2019	1	24	2165
2019	1	25	2041
2019	1	26	2043
2019	1	27	1949
2019	1	28	1872
2019	1	29	1945
2019	1	30	1799
2019	1	31	2004
2019	2	1	2026
2019	2	2	2368
2019	2	3	2130
2019	2	4	2044
2019	2	5	1934
2019	2	6	2070
2019	2	7	1984
2019	2	8	2164
2019	2	9	2607
2019	2	10	2475
2019	2	11	2276
2019	2	12	2360
2019	2	13	2380
2019	2	14	2287
2019	2	15	3038
2019	2	16	4129
2019	2	17	3521
2019	2	18	2933
2019	2	19	2781
2019	2	20	3435
2019	2	21	2982
2019	2	22	6716
2019	2	23	7770
2019	2	24	5512
2019	2	25	4312
2019	2	26	3615
2019	2	27	3284
2019	2	28	3293
2019	3	1	3051
2019	3	2	2970
2019	3	3	3075
2019	3	4	3912
2019	3	5	3662
2019	3	6	3670
2019	3	7	3087
2019	3	8	3255
2019	3	9	3114
2019	3	10	2878
2019	3	11	3022
